,Borrower Company,Claim ATE Reference,Solicitor Reference,Status
,FDM Solicitors,AMB10777958,NBC205986.001,Active
,FDM Solicitors,AMB10777912,NBC205987.001,Active
,FDM Solicitors,AMB10777955,NBC205990.001,Active
,FDM Solicitors,AMB10777944,NBC205994.001,Active
,FDM Solicitors,AMB10777945,NBC205995.001,Active
,FDM Solicitors,AMB10777998,NBC205998.001,Active
,FDM Solicitors,AMB10777999,NBC206000.001,Active
,FDM Solicitors,AMB10777946,NBC206003.001,Active
,FDM Solicitors,AMB10778042,NBC206004.001,Active
,FDM Solicitors,AMB10777968,NBC206005.001,Complete
,FDM Solicitors,AMB10778037,NBC206007.001,Active
,FDM Solicitors,AMB10777979,NBC206013.001,Active
,FDM Solicitors,AMB10778043,NBC206016.001,Complete
,FDM Solicitors,AMB10778044,NBC206018.001,Active
,FDM Solicitors,AMB10778063,NBC206027.001,Active
,FDM Solicitors,AMB10778046,NBC206029.001,Active
,FDM Solicitors,AMB10778000,NBC206030.001,Active
,FDM Solicitors,AMB10778047,NBC206036.001,Complete
,FDM Solicitors,AMB10778048,NBC206047.001,Active
,FDM Solicitors,AMB10778084,NBC206053.001,Active
,FDM Solicitors,AMB10778086,NBC206065.001,Complete
,FDM Solicitors,AMB10778065,NBC206080.001,Active
,FDM Solicitors,AMB10778174,NBC205835.001,Active
,FDM Solicitors,AMB10778223,NBC206006.001,Active
,FDM Solicitors,AMB10778129,NBC206051.001,Active
,FDM Solicitors,AMB10778224,NBC206061.001,Active
,FDM Solicitors,AMB10778130,NBC206063.001,Complete
,FDM Solicitors,AMB10778131,NBC206069.001,Active
,FDM Solicitors,AMB10778227,NBC206073.001,Active
,FDM Solicitors,AMB10778132,NBC206082.001,Active
,FDM Solicitors,AMB10778133,NBC206088.001,Complete
,FDM Solicitors,AMB10778134,NBC206094.001,Active
,FDM Solicitors,AMB10778165,NBC206095.001,Active
,FDM Solicitors,AMB10778228,NBC206097.001,Active
,FDM Solicitors,AMB10778166,NBC206108.001,Active
,FDM Solicitors,AMB10778432,NBC206110.001,Active
,FDM Solicitors,AMB10778177,NBC206118.001,Active
,FDM Solicitors,AMB10778330,NBC206126.001,Active
,FDM Solicitors,AMB10778296,NBC206130.001,Active
,FDM Solicitors,AMB10778254,NBC206131.001,Active
,FDM Solicitors,AMB10778333,NBC206137.001,Active
,FDM Solicitors,AMB10778255,NBC206138.001,Active
,FDM Solicitors,AMB10778285,NBC206139.001,Active
,FDM Solicitors,AMB10778367,NBC206145.001,Active
,FDM Solicitors,AMB10778386,NBC206151.001,Active
,FDM Solicitors,AMB10778374,NBC206158.001,Active
,FDM Solicitors,AMB10778375,NBC206162.001,Active
,FDM Solicitors,AMB10778335,NBC206163.001,Active
,FDM Solicitors,AMB10778380,NBC206167.001,Active
,FDM Solicitors,AMB10778383,NBC206168.001,Complete
,FDM Solicitors,AMB10778448,NBC206169.001,Active
,FDM Solicitors,AMB10778409,NBC206170.001,Active
,FDM Solicitors,AMB10778411,NBC206175.001,Complete
,FDM Solicitors,AMB10778358,NBC206179.001,Active
,FDM Solicitors,AMB10778385,NBC206180.001,Active
,FDM Solicitors,AMB10778433,NBC206186.001,Active
,FDM Solicitors,AMB10778434,NBC206190.001,Active
,FDM Solicitors,AMB10778444,NBC206193.001,Active
,FDM Solicitors,AMB10778419,NBC206198.001,Active
,FDM Solicitors,AMB10778578,NBC205147.001,Active
,FDM Solicitors,AMB10778661,NBC205618.001,Active
,FDM Solicitors,AMB10778551,NBC205769.001,Active
,FDM Solicitors,AMB10778617,NBC205856.001,Active
,FDM Solicitors,AMB10778690,NBC205894.001,Complete
,FDM Solicitors,AMB10778527,NBC205935.001,Active
,FDM Solicitors,AMB10778528,NBC205945.001,Active
,FDM Solicitors,AMB10778679,NBC205949.001,Complete
,FDM Solicitors,AMB10778579,NBC205955.001,Active
,FDM Solicitors,AMB10778561,NBC205983.001,Active
,FDM Solicitors,AMB10778651,NBC205999.001,Active
,FDM Solicitors,AMB10778664,NBC206008.001,Active
,FDM Solicitors,AMB10778642,NBC206033.001,Active
,FDM Solicitors,AMB10778665,NBC206057.001,Active
,FDM Solicitors,AMB10778618,NBC206146.001,Active
,FDM Solicitors,AMB10778531,NBC206149.001,Active
,FDM Solicitors,AMB10778643,NBC206155.001,Active
,FDM Solicitors,AMB10778619,NBC206176.001,Active
,FDM Solicitors,AMB10778662,NBC206178.001,Active
,FDM Solicitors,AMB10778624,NBC206188.001,Active
,FDM Solicitors,AMB10778645,NBC206195.001,Active
,FDM Solicitors,AMB10778620,NBC206202.001,Active
,FDM Solicitors,AMB10778562,NBC206204.001,Active
,FDM Solicitors,AMB10778621,NBC206208.001,Active
,FDM Solicitors,AMB10778598,NBC206212.001,Active
,FDM Solicitors,AMB10778595,NBC206213.001,Active
,FDM Solicitors,AMB10778594,NBC206217.001,Active
,FDM Solicitors,AMB10778564,NBC206218.001,Active
,FDM Solicitors,AMB10778565,NBC206222.001,Active
,FDM Solicitors,AMB10778584,NBC206225.001,Active
,FDM Solicitors,AMB10778648,NBC206226.001,Active
,FDM Solicitors,AMB10778649,NBC206234.001,Active
,FDM Solicitors,AMB10778622,NBC206236.001,Active
,FDM Solicitors,AMB10778583,NBC206239.001,Active
,FDM Solicitors,AMB10778591,NBC206244.001,Active
,FDM Solicitors,AMB10778644,NBC206257.001,Active
,FDM Solicitors,AMB10778650,NBC206266.001,Active
,FDM Solicitors,AMB10778666,NBC206270.001,Active
,FDM Solicitors,AMB10778667,NBC206283.001,Active
,FDM Solicitors,AMB10778668,NBC206291.001,Active
,FDM Solicitors,AMB10778663,NBC206292.001,Active
,FDM Solicitors,AMB10779031,NBC205464.001,Active
,FDM Solicitors,AMB10779034,NBC206120.001,Active
,FDM Solicitors,AMB10778822,NBC206141.001,Active
,FDM Solicitors,AMB10779030,NBC206243.001,Active
,FDM Solicitors,AMB10778873,NBC206249.001,Active
,FDM Solicitors,AMB10778823,NBC206269.001,Active
,FDM Solicitors,AMB10779032,NBC206281.001,Active
,FDM Solicitors,AMB10779037,NBC206285.001,Active
,FDM Solicitors,AMB10778824,NBC206287.001,Active
,FDM Solicitors,AMB10778829,NBC206290.001,Active
,FDM Solicitors,AMB10778825,NBC206293.001,Active
,FDM Solicitors,AMB10778826,NBC206300.001,Active
,FDM Solicitors,AMB10778877,NBC206301.001,Active
,FDM Solicitors,AMB10778827,NBC206303.001,Active
,FDM Solicitors,AMB10778828,NBC206306.001,Active
,FDM Solicitors,AMB10778839,NBC206308.001,Active
,FDM Solicitors,AMB10778864,NBC206311.001,Active
,FDM Solicitors,AMB10778830,NBC206314.001,Active
,FDM Solicitors,AMB10778831,NBC206319.001,Active
,FDM Solicitors,AMB10778832,NBC206321.001,Active
,FDM Solicitors,AMB10778833,NBC206323.001,Active
,FDM Solicitors,AMB10779018,NBC206325.001,Active
,FDM Solicitors,AMB10778834,NBC206327.001,Active
,FDM Solicitors,AMB10779040,NBC206329.001,Active
,FDM Solicitors,AMB10779019,NBC206332.001,Active
,FDM Solicitors,AMB10778843,NBC206334.001,Active
,FDM Solicitors,AMB10778882,NBC206336.001,Active
,FDM Solicitors,AMB10778884,NBC206340.001,Active
,FDM Solicitors,AMB10778885,NBC206346.001,Complete
,FDM Solicitors,AMB10779020,NBC206348.001,Active
,FDM Solicitors,AMB10779021,NBC206350.001,Active
,FDM Solicitors,AMB10778886,NBC206353.001,Active
,FDM Solicitors,AMB10779022,NBC206362.001,Active
,FDM Solicitors,AMB10778888,NBC206363.001,Active
,FDM Solicitors,AMB10778890,NBC206367.001,Active
,FDM Solicitors,AMB10779023,NBC206369.001,Active
,FDM Solicitors,AMB10779024,NBC206377.001,Active
,FDM Solicitors,AMB10779050,NBC206379.001,Active
,FDM Solicitors,AMB10779025,NBC206383.001,Active
,FDM Solicitors,AMB10779026,NBC206384.001,Active
,FDM Solicitors,AMB10779055,NBC206388.001,Active
,FDM Solicitors,AMB10779027,NBC206397.001,Active
,FDM Solicitors,AMB10779042,NBC206398.001,Active
,FDM Solicitors,AMB10771097,NBC205438.001,Active
,FDM Solicitors,AMB10779075,NBC206216.001,Active
,FDM Solicitors,AMB10779370,NBC206280.001,Active
,FDM Solicitors,AMB10779119,NBC206317.001,Active
,FDM Solicitors,AMB10779121,NBC206344.001,Active
,FDM Solicitors,AMB10779371,NBC206347.001,Active
,FDM Solicitors,AMB10779372,NBC206378.001,Active
,FDM Solicitors,AMB10779189,NBC206381.001,Active
,FDM Solicitors,AMB10779378,NBC206392.001,Active
,FDM Solicitors,AMB10779373,NBC206400.001,Active
,FDM Solicitors,AMB10779380,NBC206401.001,Active
,FDM Solicitors,AMB10779383,NBC206403.001,Active
,FDM Solicitors,AMB10779187,NBC206406.001,Active
,FDM Solicitors,AMB10779188,NBC206414.001,Active
,FDM Solicitors,AMB10779384,NBC206415.001,Active
,FDM Solicitors,AMB10779405,NBC206424.001,Active
,FDM Solicitors,AMB10779407,NBC206425.001,Active
,FDM Solicitors,AMB10779385,NBC206426.001,Active
,FDM Solicitors,AMB10779387,NBC206427.001,Active
,FDM Solicitors,AMB10779388,NBC206429.001,Active
,FDM Solicitors,AMB10779389,NBC206430.001,Active
,FDM Solicitors,AMB10779390,NBC206433.001,Active
,FDM Solicitors,AMB10779393,NBC206437.001,Active
,FDM Solicitors,AMB10779374,NBC206445.001,Active
,FDM Solicitors,AMB10779412,NBC206449.001,Active
,FDM Solicitors,AMB10779375,NBC206451.001,Active
,FDM Solicitors,AMB10779414,NBC206453.001,Active
,FDM Solicitors,AMB10779415,NBC206454.001,Active
,FDM Solicitors,AMB10779396,NBC206466.001,Active
,FDM Solicitors,AMB10779397,NBC206467.001,Active
,FDM Solicitors,AMB10779398,NBC206469.001,Active
,FDM Solicitors,AMB10779400,NBC206472.001,Active
,FDM Solicitors,AMB10779416,NBC206476.001,Active
,FDM Solicitors,AMB10779403,NBC206480.001,Active
,FDM Solicitors,AMB10779402,NBC206486.001,Active
,FDM Solicitors,AMB10779411,NBC206489.001,Active
,FDM Solicitors,AMB10779408,NBC206491.001,Active
,FDM Solicitors,AMB10779409,NBC206494.001,Active
,FDM Solicitors,AMB10779417,NBC206499.001,Active
,FDM Solicitors,AMB10779421,NBC206500.001,Active
,FDM Solicitors,AMB10779423,NBC206506.001,Active
,FDM Solicitors,AMB10779413,NBC206511.001,Active
,FDM Solicitors,AMB10779425,NBC206515.001,Active
,FDM Solicitors,NBC206518.001,NBC206517.001,Active
,FDM Solicitors,AMB10779420,NBC206518.001,Active
,FDM Solicitors,AMB10779426,NBC206521.001,Active
,FDM Solicitors,AMB10779376,NBC206522.001,Active
,FDM Solicitors,AMB10779427,NBC206525.001,Active
,FDM Solicitors,AMB10779428,NBC206526.001,Active
,FDM Solicitors,AMB10779756,NBC144189.001,Active
,FDM Solicitors,AMB10779565,NBC206520.001,Active
,FDM Solicitors,AMB10779566,NBC206523.001,Active
,FDM Solicitors,AMB10779567,NBC206529.001,Active
,FDM Solicitors,AMB10779572,NBC206532.001,Active
,FDM Solicitors,AMB10779573,NBC206537.001,Active
,FDM Solicitors,AMB10779574,NBC206540.001,Active
,FDM Solicitors,AMB10779575,NBC206543.001,Active
,FDM Solicitors,AMB10779576,NBC206553.001,Active
,FDM Solicitors,AMB10779577,NBC206557.001,Active
,FDM Solicitors,AMB10779578,NBC206559.001,Active
,FDM Solicitors,AMB10779580,NBC206562.001,Active
,FDM Solicitors,AMB10779581,NBC206569.001,Active
,FDM Solicitors,AMB10779757,NBC206574.001,Active
,FDM Solicitors,AMB10779758,NBC206586.001,Active
,FDM Solicitors,AMB10780435,NBC206823.001,Active
,FDM Solicitors,AMB10780423,NBC206851.001,Active
,FDM Solicitors,AMB10780426,NBC206865.001,Active
,FDM Solicitors,AMB10780436,NBC206873.001,Active
,FDM Solicitors,AMB10780434,NBC206900.001,Active
,FDM Solicitors,AMB10780440,NBC206910.001,Active
,FDM Solicitors,AMB10780433,NBC206914.001,Active
,FDM Solicitors,AMB10780431,NBC206925.001,Active
,FDM Solicitors,AMB10780429,NBC206931.001,Active
,FDM Solicitors,AMB10780442,NBC206940.001,Active
,FDM Solicitors,FDM001\P25060249,NBC209503.001,Active
,FDM Solicitors,FDM001\P25060232,NBC209643.001,Active
,FDM Solicitors,FDM001\P25060194,NBC209645.001,Active
,FDM Solicitors,FDM001\P25060236,NBC209652.001,Active
,FDM Solicitors,FDM001\P25060142,NBC209669.001,Active
,FDM Solicitors,FDM001\P25060151,NBC209674.001,Active
,FDM Solicitors,FDM001\P25060152,NBC209677.001,Active
,FDM Solicitors,FDM001\P25060172,NBC209678.001,Active
,FDM Solicitors,FDM001\P25060153,NBC209679.001,Active
,FDM Solicitors,999810,NBC209680.001,Active
,FDM Solicitors,FDM001\P25060154,NBC209682.001,Active
,FDM Solicitors,FDM001\P25060155,NBC209683.001,Active
,FDM Solicitors,FDM001\P25060174,NBC209684.001,Active
,FDM Solicitors,FDM001\P25060159,NBC209685.001,Active
,FDM Solicitors,FDM001\P25060164,NBC209686.001,Active
,FDM Solicitors,FDM001\P25060158,NBC209687.001,Active
,FDM Solicitors,FDM001\P25060218,NBC209688.001,Active
,FDM Solicitors,FDM001\P25060156,NBC209695.001,Active
,FDM Solicitors,FDM001\P25060180,NBC209697.001,Active
,FDM Solicitors,FDM001\P25060149,NBC209701.001,Active
,FDM Solicitors,FDM001\P25060157,NBC209705.001,Active
,FDM Solicitors,FDM001\P25060145,NBC209709.001,Active
,FDM Solicitors,FDM001\P25060146,NBC209715.001,Active
,FDM Solicitors,1000517,NBC209717.001,Active
,FDM Solicitors,FDM001\P25060160,NBC209718.001,Active
,FDM Solicitors,FDM001\P25060165,NBC209719.001,Active
,FDM Solicitors,FDM001\P25060166,NBC209721.001,Active
,FDM Solicitors,FDM001\P25060176,NBC209730.001,Active
,FDM Solicitors,FDM001\P25060138,NBC209732.001,Active
,FDM Solicitors,FDM001\P25060163,NBC209735.001,Active
,FDM Solicitors,FDM001\P25060150,NBC209736.001,Active
,FDM Solicitors,FDM001\P25060184,NBC209741.001,Active
,FDM Solicitors,FDM001\P25060162,NBC209743.001,Active
,FDM Solicitors,1002538,NBC209746.001,Active
,FDM Solicitors,1000518,NBC209748.001,Active
,FDM Solicitors,FDM001\P25060225,NBC209750.001,Active
,FDM Solicitors,FDM001\P25060179,NBC209751.001,Active
,FDM Solicitors,FDM001\P25060167,NBC209754.001,Active
,FDM Solicitors,FDM001\P25060168,NBC209755.001,Active
,FDM Solicitors,FDM001\P25060211,NBC209757.001,Active
,FDM Solicitors,FDM001\P25060173,NBC209761.001,Active
,FDM Solicitors,FDM001\P25060170,NBC209762.001,Active
,FDM Solicitors,1000519,NBC209763.001,Active
,FDM Solicitors,FDM001\P25060183,NBC209769.001,Active
,FDM Solicitors,FDM001\P25060178,NBC209773.001,Active
,FDM Solicitors,FDM001\P25060177,NBC209775.001,Active
,FDM Solicitors,FDM001\P25060182,NBC209782.001,Active
,FDM Solicitors,FDM001\P25060215,NBC209790.001,Active
,FDM Solicitors,FDM001\P25060185,NBC209791.001,Active
,FDM Solicitors,1002431,NBC209793.001,Active
,FDM Solicitors,FDM001\P25060144,NBC209806.001,Active
,FDM Solicitors,FDM001\P25060192,NBC209807.001,Active
,FDM Solicitors,FDM001\P25060186,NBC209809.001,Active
,FDM Solicitors,FDM001\P25060202,NBC209811.001,Active
,FDM Solicitors,1002540,NBC209814.001,Active
,FDM Solicitors,FDM001\P25060187,NBC209815.001,Active
,FDM Solicitors,FDM001\P25060188,NBC209816.001,Active
,FDM Solicitors,FDM001\P25060189,NBC209818.001,Active
,FDM Solicitors,FDM001\P25060171,NBC209819.001,Active
,FDM Solicitors,FDM001\P25060228,NBC209820.001,Active
,FDM Solicitors,FDM001\P25060195,NBC209826.001,Active
,FDM Solicitors,FDM001\P25060196,NBC209833.001,Active
,FDM Solicitors,FDM001\P25060197,NBC209835.001,Active
,FDM Solicitors,FDM001\P25060229,NBC209840.001,Active
,FDM Solicitors,FDM001\P25060198,NBC209844.001,Active
,FDM Solicitors,FDM001\P25060199,NBC209846.001,Active
,FDM Solicitors,FDM001\P25060214,NBC209847.001,Active
,FDM Solicitors,1002432,NBC209850.001,Active
,FDM Solicitors,FDM001\P25060200,NBC209854.001,Active
,FDM Solicitors,FDM001\P25060219,NBC209857.001,Active
,FDM Solicitors,FDM001\P25060203,NBC209861.001,Active
,FDM Solicitors,FDM001\P25060223,NBC209862.001,Active
,FDM Solicitors,FDM001\P25060208,NBC209863.001,Active
,FDM Solicitors,FDM001\P25060209,NBC209864.001,Active
,FDM Solicitors,1002669,NBC209865.001,Active
,FDM Solicitors,FDM001\P25060210,NBC209867.001,Active
,FDM Solicitors,FDM001\P25060190,NBC209872.001,Active
,FDM Solicitors,FDM001\P25060252,NBC209873.001,Active
,FDM Solicitors,1002536,NBC209880.001,Active
,FDM Solicitors,FDM001\P25060227,NBC209883.001,Active
,FDM Solicitors,FDM001\P25060220,NBC209884.001,Active
,FDM Solicitors,FDM001\P25060201,NBC209886.001,Active
,FDM Solicitors,FDM001\P25060191,NBC209888.001,Active
,FDM Solicitors,FDM001\P25060226,NBC209897.001,Active
,FDM Solicitors,FDM001\P25060222,NBC209898.001,Active
,FDM Solicitors,FDM001\P25060233,NBC209905.001,Active
,FDM Solicitors,FDM001\P25060224,NBC209911.001,Active
,FDM Solicitors,FDM001\P25060230,NBC209912.001,Active
,FDM Solicitors,1002668,NBC209913.001,Active
,FDM Solicitors,FDM001\P25060234,NBC209914.001,Active
,FDM Solicitors,FDM001\P25060231,NBC209915.001,Active
,FDM Solicitors,FDM001\P25060235,NBC209917.001,Active
,FDM Solicitors,FDM001\P25060221,NBC209918.001,Active
,FDM Solicitors,FDM001\P25060251,NBC209919.001,Active
,FDM Solicitors,FDM001\P25060237,NBC209920.001,Active
,FDM Solicitors,FDM001\P25060254,NBC209926.001,Active
,FDM Solicitors,FDM001\P25060238,NBC209927.001,Active
,FDM Solicitors,FDM001\P25060239,NBC209928.001,Active
,FDM Solicitors,FDM001\P25060240,NBC209930.001,Active
,FDM Solicitors,FDM001\P25060241,NBC209931.001,Active
